ID,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07
1732,,,,,,,,,0,18,6,0,0,14,3,6,3,5,10,7,9,8,8,5,3,6,8,6,1,7,16,2,9,16,2,3,6,6,2,13,6,0,7
1733,,,,,,,,,0,91,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1734,,,,,,,,,36,32,2,2,11,8,16,19,15,15,0,,,,,,,,,,,,,,,29,9,4,16,17,3,7,28,6,1
1735,,,,,,,,,0,50,74,43,51,49,133,53,161,232,290,178,119,127,126,44,36,134,171,313,465,330,112,253,274,174,97,222,137,134,262,201,371,212,30
1736,,,,,,,,,0,0,4,56,11,0,3,36,32,15,46,30,14,9,2,4,15,46,51,10,9,11,18,24,7,25,0,13,7,26,36,45,10,8,0
1737,,,,,,,,,,,,88,73,51,170,154,105,77,97,115,27,26,51,66,61,98,53,44,14,27,12,12,44,13,4,0,0,0,5,0,0,0,0
1738,,,,,,,,,7,66,28,3,18,5,9,15,8,39,15,4,1,11,28,14,8,11,3,20,12,8,12,1,17,6,32,10,22,7,2,6,6,7,0
1739,,,,,,,,,0,95,14,16,60,47,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,,,,,,,,,0,41,25,0,24,0,2,19,8,18,6,29,18,3,3,0,7,26,6,8,35,0,0,5,11,0,0,0,,,,,,,
1741,,,,,,,,,48,277,128,42,63,15,108,100,206,164,59,62,83,114,87,71,65,41,31,27,91,74,21,52,75,90,61,23,15,41,33,21,25,35,0
1742,,,,,,,,,6,51,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,,,,,,,,,0,0,0,,,,,,,,,,,,22,5,17,0,8,25,9,5,15,16,0,19,4,4,28,7,15,0,0,17,0
1744,,,,,,,,,21,45,1,0,0,6,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1745,,,,,,,,,0,51,0,0,8,49,4,8,11,0,30,15,18,,,,,,,,,,,,,,,,,,,,,,
1746,,,,,,,,,0,1,0,4,18,2,0,40,0,0,10,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,5,0
1747,,,,,,,,,0,108,76,11,22,18,8,8,20,16,15,1,0,13,14,22,3,6,9,12,2,0,7,0,0,5,0,2,6,0,5,2,3,4,0
1748,,,,,,,,,0,95,4,8,0,0,0,0,7,9,0,0,0,2,0,0,0,0,0,17,0,0,0,0,0,0,,,,,,,,,
1749,,,,,,,,,0,46,11,1,3,0,11,0,0,2,1,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,
1750,,,,,,,,,0,20,115,6,1,1,4,2,2,2,1,1,1,1,0,2,10,2,0,3,4,1,7,2,1,0,1,3,2,0,0,0,0,0,0
1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,0,10,1,11,31,37,0
1752,,,,,,,,,0,0,0,0,0,0,0,0,0,6,1,0,0,,,,,,,,,,,,,,,,,,,,,,
1753,,,,,,,,,2,81,4,6,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,,,,,,,,,0,12,9,47,6,3,0,0,4,14,0,0,3,0,,,,,,,,,,,,,,,,,,,,,
1755,,,,,,,,,,,,,,,,9,6,15,6,21,3,0,4,14,14,8,6,2,8,10,8,13,7,19,21,6,0,16,18,3,1,5,0
1756,,,,,,,,,0,28,12,31,0,0,0,0,0,0,0,0,0,0,19,2,0,0,10,9,4,0,7,4,0,0,0,0,0,0,17,0,0,0,0
1757,,,,,,,,,0,50,73,21,3,6,0,0,0,4,0,5,0,0,7,0,0,0,0,0,0,10,1,0,33,31,13,0,9,53,17,12,0,8,0
1758,,,,,,,,,0,0,3,0,0,0,8,0,45,3,17,7,,,,,,,,,,,,,,,,,,,,,,,
1759,,,,,,,,,0,191,52,0,5,0,4,0,1,0,25,4,3,2,33,0,0,0,0,0,8,7,0,1,26,0,15,0,1,0,0,27,0,2,0
1760,,,,,,,,,0,13,14,6,6,6,0,34,8,30,15,2,25,1,6,9,15,2,0,2,18,8,0,0,15,6,8,0,1,1,7,2,1,0,0
1761,,,,,,,,,0,0,15,9,22,2,0,22,5,0,20,0,3,0,0,21,0,4,0,0,0,0,0,0,5,,,,,,,,,,
1762,,,,,,,,,0,0,0,22,12,1,8,2,24,37,3,50,8,12,1,0,4,10,2,4,4,0,16,0,3,10,6,0,4,1,0,0,2,3,0
1763,,,,,,,,,0,95,9,2,3,15,6,1,0,6,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1764,,,,,,,,,0,22,10,0,16,0,0,0,0,0,1,3,0,0,,,,,,,,,,,,,,,,,,,,,
1765,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1766,,,,,,,,,0,1,0,0,0,0,0,0,18,5,0,34,6,24,,,,,,,,,,,,,,,,,,,,,
1767,,,,,,,,,0,27,0,21,0,0,0,20,0,0,0,21,0,2,10,0,35,7,11,10,5,4,10,13,13,12,5,2,6,0,7,16,26,23,6
1768,,,,,,,,,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
1769,,,,,,,,,,,15,0,9,10,10,8,29,0,0,30,12,2,4,3,0,2,27,0,6,0,3,0,0,7,0,0,0,,,,,,
1770,,,,,,,,,,111,45,46,35,4,16,22,40,5,9,46,12,8,17,13,3,17,18,8,6,10,14,33,17,6,9,3,2,6,5,5,8,8,6
1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
1772,,,,,,,,,,,,0,54,37,30,77,42,33,24,32,6,13,37,6,31,58,34,8,28,5,36,21,8,18,12,11,81,50,25,55,29,22,8
1773,,,,,,,,,,70,24,7,12,41,9,15,12,3,25,0,0,,,,,,,,,,,,,,,,,,,,,,
1774,,,,,,,,,,74,28,0,12,6,34,13,1,24,18,12,0,0,13,0,0,5,41,35,22,12,35,13,26,10,3,5,8,8,28,13,0,13,0
1775,,,,,,,,,,95,71,3,33,3,7,0,24,24,23,2,7,12,0,24,4,10,0,16,16,0,5,2,23,15,6,15,5,7,0,0,0,0,0
1776,,,,,,,,,,,,,,,,,,,0,52,4,22,12,0,0,0,14,10,0,0,10,6,0,0,,,,,,,,,
1777,,,,,,,,,,,,0,3,39,57,28,47,24,14,5,16,65,10,32,27,1,4,5,10,1,2,0,5,0,0,2,1,0,5,2,1,6,5
1778,,,,,,,,,,5,80,14,12,0,0,0,5,35,12,2,1,6,0,0,0,0,0,,,,,,,,,,,,,,,,
1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,9,1,19,2,2,11,9,1,0,3,1,0
1780,,,,,,,,,,0,162,6,16,31,4,46,41,24,39,,,,,,,,,,,,,,,,,,,,,,,,
1781,,,,,,,,,,0,8,0,2,0,0,0,61,12,6,8,37,10,49,2,0,0,0,0,8,0,0,3,6,1,0,0,9,0,0,0,0,0,0
1782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,20,32,19,4
1783,,,,,,,,,,29,90,8,217,176,48,69,147,152,52,249,231,214,238,393,338,383,566,359,292,264,392,472,384,321,264,210,180,482,413,231,517,510,86
1784,,,,,,,,,,13,104,21,22,8,69,16,6,0,0,5,1,4,4,0,0,,,,,,,,,,,,,,,,,,
1785,,,,,,,,,,53,24,2,0,0,36,9,1,0,0,16,23,22,44,0,2,12,0,8,3,21,0,23,5,30,18,0,24,2,68,19,36,53,1
1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,30,31,42,15
1787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,16,5,20,24,10,3,0
1788,,,,,,,,,,0,9,5,5,5,12,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,,,,,,,,,,69,106,16,32,12,16,18,25,14,5,5,24,2,2,0,9,21,21,22,18,5,28,8,7,14,0,4,0,25,22,0,0,2,0
1790,,,,,,,,,,52,103,25,30,28,2,3,48,5,5,17,14,1,5,0,34,0,0,5,,,,,,,,,,,,,,,
1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,11,1,0,0,0,0,0
1792,,,,,,,,,,0,0,41,0,16,9,2,2,2,2,6,0,18,0,0,0,,,,,,,,,,,,,,,,18,15,7
1793,,,,,,,,,,,0,101,129,92,84,109,95,115,59,56,86,82,70,,,,,,0,56,36,65,82,29,44,23,43,32,38,25,82,38,2
1794,,,,,,,,,,0,0,0,0,6,18,7,5,14,39,8,5,11,9,1,29,1,10,12,2,2,3,9,3,58,19,16,13,6,1,1,4,12,2
1795,,,,,,,,,,15,17,10,7,5,22,11,56,8,14,4,17,0,9,19,75,43,98,94,50,58,62,57,13,33,18,13,22,14,6,19,17,17,0
1796,,,,,,,,,,0,31,43,17,37,36,2,23,18,0,6,3,23,7,0,21,8,2,22,3,1,1,16,13,8,0,3,16,0,6,5,12,4,0
1797,,,,,,,,,,0,2,0,36,0,0,0,0,0,0,17,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5
1798,,,,,,,,,,0,10,23,0,0,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1799,,,,,,,,,,0,11,4,23,7,11,0,7,10,,,,,,,,,,,,,,,,,,,,,,,0,27,2
1800,,,,,,,,,,0,44,0,5,0,4,0,0,18,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1801,,,,,,,,,,0,242,78,7,0,0,19,81,16,0,0,0,10,0,0,6,14,0,21,0,12,2,4,6,5,0,0,0,44,3,8,0,0,0
1802,,,,,,,,,,0,0,25,0,13,0,0,0,0,19,0,21,17,10,21,16,0,21,6,8,4,12,5,1,0,0,13,0,2,13,21,0,15,0
1803,,,,,,,,,,0,0,11,0,0,0,0,0,0,0,7,8,0,0,0,4,0,0,0,6,3,3,0,0,0,0,0,,,,,,,
1804,,,,,,,,,,0,94,96,93,115,124,90,128,177,147,118,95,92,108,86,230,352,238,259,288,473,535,434,601,694,532,321,562,1842,3507,3681,7382,17490,2437
1805,,,,,,,,,,0,103,20,31,4,6,17,25,6,94,106,51,51,28,21,71,57,31,26,20,37,14,11,17,2,,,,,,,,,
1806,,,,,,,,,,0,12,1,1,9,59,17,17,1,4,2,2,4,15,,,,,,,,,,,,,,,,,,,,
1807,,,,,,,,,,0,0,2,3,10,4,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1808,,,,,,,,,,0,0,17,27,83,11,3,16,0,19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1809,,,,,,,,,,0,46,39,11,74,50,56,67,40,48,31,1,66,4,26,13,19,47,8,34,54,36,49,52,40,14,16,16,83,34,50,55,69,33
1810,,,,,,,,,,0,28,0,6,0,5,0,0,0,2,0,0,1,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1811,,,,,,,,,,0,205,52,0,17,0,42,,14,8,4,4,12,10,11,0,0,0,3,5,44,5,14,14,9,4,17,9,1,0,0,0,0,
1812,,,,,,,,,,0,1,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1813,,,,,,,,,,0,121,17,8,9,15,0,36,34,20,3,17,20,16,13,30,11,14,102,39,72,33,36,108,69,90,0,11,21,23,12,30,13,0
1814,,,,,,,,,,0,0,0,12,4,7,1,3,0,0,17,13,7,0,6,0,0,0,11,4,0,7,2,0,4,0,32,0,0,,,,,
1815,,,,,,,,,,0,15,60,47,7,28,0,56,2,0,33,9,1,15,2,13,24,5,11,8,1,9,4,3,2,2,0,0,0,14,2,0,9,0
1816,,,,,,,,,,0,0,0,0,81,0,36,9,0,34,0,12,13,3,0,6,6,5,11,1,4,0,2,22,42,0,0,15,13,4,7,18,9,2
1817,,,,,,,,,,0,0,0,44,0,46,0,35,0,0,2,9,6,3,8,0,0,29,0,13,4,0,0,0,0,0,3,0,0,0,0,1,0,0
1818,,,,,,,,,,0,0,2,0,3,1,0,1,0,1,2,1,13,0,0,0,21,14,27,0,1,1,0,2,10,28,3,0,16,12,31,8,7,10
1819,,,,,,,,,,,0,7,0,0,10,18,82,12,31,16,1,0,16,4,4,2,2,3,0,0,0,0,0,0,,,,,,,,,
1820,,,,,,,,,,,0,13,12,15,31,3,16,8,47,0,25,21,51,7,4,2,,,,,,,,,,,,,,,,,
1821,,,,,,,,,,,28,19,0,5,11,10,7,0,67,0,9,0,0,7,5,12,,,,,,,42,9,6,7,0,6,12,0,9,3,2
1822,,,,,,,,,,,,,,,,,,,,,,,,,13,49,9,17,3,0,0,0,0,0,0,0,0,0,15,9,21,0,0
1823,,,,,,,,,,,13,0,0,0,7,5,3,4,17,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1824,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1825,,,,,,,,,,,65,0,9,31,1,14,14,1,1,1,1,0,2,0,3,0,1,1,3,1,19,0,4,0,,,,,,,,,
1826,,,,,,,,,,,66,64,14,56,25,14,16,3,9,45,21,67,51,34,77,60,22,31,23,27,4,118,30,1,129,0,0,0,0,30,57,24,13
1827,,,,,,,,,,,7,1,0,11,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1828,,,,,,,,,,,0,81,18,15,12,7,12,0,13,8,9,0,4,3,6,6,18,2,8,3,9,11,8,15,7,11,0,6,1,1,23,5,13
1829,,,,,,,,,,,0,0,20,0,0,0,32,2,20,1,4,0,11,3,211,21,14,5,74,8,20,0,2,0,0,6,0,0,18,0,2,0,0
1830,,,,,,,,,,,56,14,41,5,56,30,2,32,24,11,17,18,27,23,27,10,49,14,20,31,11,12,8,11,0,3,0,17,18,13,2,34,0
1831,,,,,,,,,,,0,43,0,35,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1832,,,,,,,,,,,0,0,0,0,9,15,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1833,,,,,,,,,,,0,10,2,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,12,18,17,27,9,0
1835,,,,,,,,,,,,0,3,0,9,0,0,9,0,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0
1836,,,,,,,,,,,11,94,39,55,113,116,58,68,23,78,89,48,9,30,23,27,74,165,87,77,10,37,55,272,69,33,10,51,53,52,26,24,0
1837,,,,,,,,,,,0,48,64,7,82,22,13,44,6,3,6,12,8,11,6,5,19,2,16,15,12,7,7,3,10,4,17,7,10,21,11,2,0
1838,,,,,,,,,,,88,293,146,108,89,140,102,47,47,41,79,108,29,24,105,67,62,42,27,25,30,58,31,34,22,71,64,22,30,36,30,7,0
1839,,,,,,,,,,,0,13,0,15,13,2,4,2,0,7,1,1,2,0,1,4,5,12,7,9,7,1,8,4,3,3,0,13,4,7,4,8,50
1840,,,,,,,,,,,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1841,,,,,,,,,,,0,0,12,16,0,0,0,2,11,0,11,7,0,0,0,5,0,0,0,12,0,4,12,20,48,0,15,159,0,0,0,0,0
1842,,,,,,,,,,,0,28,1,10,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,,,,,,,,,,,0,2,3,3,0,3,2,2,2,0,1,3,4,2,6,1,1,1,5,2,2,2,1,1,2,3,3,2,0,0,0,0,0
1844,,,,,,,,,,,1,13,10,2,0,11,0,0,0,0,0,0,0,0,,,,,,,,,1,21,1,5,0,1,0,17,0,11,0
1845,,,,,,,,,,,165,105,84,50,56,76,63,77,21,46,45,58,52,24,59,32,46,31,49,47,40,41,28,65,43,19,53,44,35,39,64,0,36
1846,,,,,,,,,,,0,11,0,0,18,10,0,0,0,,,,,,,,,,,,,,,,,11,23,23,6,4,2,0,0
1847,,,,,,,,,,,0,0,0,68,23,32,2,11,27,19,14,0,0,0,4,0,3,8,2,0,55,24,12,15,6,0,0,9,0,12,0,1,0
1848,,,,,,,,,,,21,18,18,0,4,11,12,5,0,6,5,14,2,0,0,8,30,7,0,19,0,15,9,0,0,6,0,0,0,0,0,0,0
1849,,,,,,,,,,,0,2,2,2,0,11,2,10,0,0,0,1,5,0,0,0,0,15,4,0,3,1,0,0,10,6,0,3,0,1,0,5,0
1850,,,,,,,,,,,,0,20,52,75,8,15,17,4,5,15,9,4,4,0,1,4,3,0,21,1,2,1,8,5,0,10,9,0,3,17,0,0
1851,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,,,,,,,,,,,0,0,11,13,9,0,0,19,13,16,0,0,0,9,0,,,,,,,,,,,,,,,,,,
1853,,,,,,,,,,,0,0,1,17,8,0,5,9,0,0,0,0,17,0,9,0,0,0,0,33,3,2,0,0,7,0,10,0,0,0,0,7,0
1854,,,,,,,,,,,3,11,17,56,49,49,53,42,21,33,50,3,4,27,22,27,36,47,19,34,55,36,37,31,50,19,33,41,20,35,36,8,1
1855,,,,,,,,,,,0,0,0,0,0,11,0,0,8,0,0,2,0,2,0,0,,,,,,,,,,,,,,,,,
1856,,,,,,,,,,,0,104,38,22,125,110,61,55,107,64,58,94,49,127,61,176,92,93,73,25,5,25,35,25,55,2,30,22,307,358,315,114,33
1857,,,,,,,,,,,7,8,7,22,8,3,8,0,0,4,3,2,0,1,,,,,,,,,,,,,,,,,,,
1858,,,,,,,,,,,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,,,,,,,,,,,0,103,70,69,82,73,52,51,17,42,23,35,33,,,,,,,,,,,,,,,,,,,,
1860,,,,,,,,,,,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1861,,,,,,,,,,,0,0,0,0,12,0,34,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,20,155,109,22,7,16,7,17,22,94,23,21
1863,,,,,,,,,,,0,0,0,0,1,0,10,0,48,33,13,1,0,0,9,4,1,0,5,0,6,2,4,6,0,0,0,0,3,1,9,0,0
1864,,,,,,,,,,,0,0,7,0,0,5,0,10,4,0,5,10,9,3,14,10,26,13,3,13,20,12,30,16,6,16,1,2,17,6,5,1,0
1865,,,,,,,,,,,0,2,26,20,6,22,15,2,12,20,9,0,20,1,,,,,,,,,,,,,,,,,,,
1866,,,,,,,,,,,0,29,0,0,0,0,0,14,26,3,0,0,0,21,24,17,0,0,0,29,5,22,25,22,12,4,22,8,2,4,0,14,3
1867,,,,,,,,,,,,,,,,,,,,,,,0,6,2,12,0,0,0,0,34,1,0,0,0,0,0,5,3,1,0,,
1868,,,,,,,,,,,0,22,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
1869,,,,,,,,,,,0,30,15,5,20,34,25,19,38,5,3,4,19,0,8,0,8,29,9,11,5,1,3,3,0,,,,,,,,
1870,,,,,,,,,,,0,26,0,0,20,12,0,1,0,4,1,7,12,6,1,10,21,15,4,7,4,6,4,2,8,20,6,13,2,0,38,0,15
1871,,,,,,,,,,,0,6,83,3,50,82,47,46,25,15,8,16,12,32,32,27,5,15,42,54,19,40,39,7,20,4,15,4,20,24,16,5,3
1872,,,,,,,,,,,0,2,8,4,13,36,9,12,25,67,87,87,97,35,25,65,168,122,85,93,5,108,112,89,46,41,45,67,110,125,197,138,26
1873,,,,,,,,,,,0,22,27,0,0,0,12,9,,,,,,,,,,,,,,,,,,,,,,,,,
1874,,,,,,,,,,,0,0,13,0,7,0,1,1,1,7,3,8,0,7,8,0,5,4,0,2,0,0,0,0,0,0,1,8,0,0,0,4,0
1875,,,,,,,,,,,0,5,3,5,75,71,36,14,27,24,45,43,23,18,30,7,26,28,10,37,4,15,17,22,8,3,1,6,7,15,17,2,0
1876,,,,,,,,,,,0,28,8,5,13,7,3,2,0,14,8,8,4,7,8,6,2,0,3,0,4,0,8,5,3,6,0,14,0,0,0,14,4
1877,,,,,,,,,,,0,0,1,19,27,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1878,,,,,,,,,,,0,25,0,0,34,14,0,14,4,2,38,58,24,2,26,11,15,18,17,20,30,18,13,13,15,8,10,15,13,10,19,8,3
1879,,,,,,,,,,,0,60,8,9,52,1,46,54,31,5,35,40,29,0,35,34,46,0,36,27,0,25,0,0,0,5,0,10,4,1,0,4,0
1880,,,,,,,,,,,0,14,29,30,44,49,57,16,10,41,20,12,15,4,9,7,19,26,32,7,7,22,31,16,14,0,25,7,101,20,43,18,0
1881,,,,,,,,,,,0,26,20,2,13,16,32,8,0,5,5,3,8,2,10,38,0,0,,,,,,,,,,,,,,,
1882,,,,,,,,,,,0,0,18,1,0,19,12,0,23,18,0,0,0,,,,,,,,,,,,,,,,,,,,
1883,,,,,,,,,,,0,3,0,0,0,0,1,7,0,20,5,0,0,7,0,0,0,0,0,3,0,0,0,0,7,4,0,0,0,16,0,0,0
1884,,,,,,,,,,,0,14,3,12,37,15,0,0,7,8,7,19,0,0,0,23,0,0,0,0,10,8,0,0,6,9,0,0,0,4,8,0,0
1885,,,,,,,,,,,0,5,16,0,0,0,6,10,0,0,0,0,0,1,0,0,0,0,0,0,19,1,0,7,0,1,0,4,0,3,0,0,0
1886,,,,,,,,,,,0,128,139,121,171,137,172,776,110,294,73,37,12,3,35,271,110,77,6,63,17,248,4,28,10,3,0,13,37,0,1,13,6
1887,,,,,,,,,,,0,2,9,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,,,,,,,,,,,0,16,0,2,34,7,3,2,13,4,0,0,0,0,2,57,29,4,1,0,0,1,1,0,4,1,2,2,1,1,3,1,0
1889,,,,,,,,,,,0,6,0,0,0,0,0,24,3,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
1890,,,,,,,,,,,0,8,3,9,24,3,1,0,0,9,11,4,7,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0
1891,,,,,,,,,,,0,0,28,69,40,8,7,10,2,,,,,,,,,,,,,,,,,,,,,,,,
1892,,,,,,,,,,,0,3,31,12,32,46,43,22,37,46,53,56,23,16,30,31,22,42,65,42,73,108,112,108,391,333,198,55,121,488,331,36,4
1893,,,,,,,,,,,0,0,61,17,31,41,36,42,8,8,0,1,11,0,3,14,14,3,0,37,10,128,21,5,24,0,2,0,0,0,0,12,0
1894,,,,,,,,,,,0,12,2,11,3,0,0,12,0,3,5,4,20,43,60,36,61,72,27,7,100,15,33,100,63,12,7,33,53,129,79,45,3
1895,,,,,,,,,,,0,0,38,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1896,,,,,,,,,,,,7,114,8,13,23,25,70,65,24,60,34,31,0,1,0,37,17,34,57,19,31,4,19,21,0,18,22,11,17,3,33,6
1897,0,0,0,0,0,0,0,,,,,7,50,10,48,12,21,39,18,66,34,55,49,55,44,52,105,39,10,6,10,4,39,6,7,16,34,3,8,19,8,36,1
1898,,,,,,,,,,,,0,13,5,9,21,0,0,3,8,1,0,0,0,,,,,,,,,,,,,,,,,,,
1899,,,,,,,,,,,,90,94,4,7,39,15,0,0,1,0,0,0,27,22,19,37,16,30,53,13,31,173,576,216,71,170,57,19,49,161,7,0
1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,93,119,120,59,24,11,11,74,9,25,18,44,9,3
1901,,,,,,,,,,,,16,28,41,11,35,21,60,20,,,,,,,,,,,,,,,,,,,,,,,,
1902,,,,,,,,,,,,,,,,,,,,,,,,,2,45,11,26,26,2,13,39,34,202,3,15,35,5,15,101,8,6,0
1903,,,,,,,,,,,,26,72,38,38,40,9,17,3,6,6,16,24,2,18,1,0,0,0,1,0,0,0,4,0,5,6,0,0,0,0,3,
1904,,,,,,,,,,,,,,,,,,,,,,,,,,,444,162,64,10,0,0,0,,,,,,,,,,
1905,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1906,,,,,,,,,,,,9,25,11,10,14,11,12,10,3,0,2,1,2,1,0,,,,,,,,,0,0,3,0,0,4,6,1,0
1907,,,,,,,,,,,,22,14,3,8,6,16,0,5,5,5,3,6,13,7,11,12,12,2,7,19,15,20,4,0,0,12,0,0,0,0,0,0
1908,,,,,,,,,,,,0,0,11,2,0,22,1,15,0,,,,,,,,,,,,,,,,,,,,,,,
1909,,,,,,,,,,,,3,35,30,42,15,43,13,20,22,12,25,26,2,12,7,10,9,2,28,2,3,3,,,,,,,,,,
1910,,,,,,,,,,,,0,29,14,33,27,8,3,0,0,4,6,0,0,2,0,0,2,4,4,4,3,21,33,4,0,0,,,,,,
1911,,,,,,,,,,,,2,5,1,2,0,1,3,2,2,2,0,1,11,5,1,0,2,2,4,3,1,1,1,0,1,1,1,3,6,1,1,0
1912,,,,,,,,,,,,0,0,37,6,2,0,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1913,,,,,,,,,,,,0,0,13,0,0,0,6,6,0,0,32,8,0,4,6,9,13,5,10,23,20,21,10,6,27,12,68,14,40,18,26,1
1914,,,,,,,,,,,,0,19,0,0,7,17,17,0,15,0,0,0,0,,,,,,,,,,,,,,8,13,7,0,0,0
1915,,,,,,,,,,,,0,56,11,28,6,14,7,0,0,0,13,13,0,7,8,28,19,3,13,0,16,2,4,3,0,8,26,0,15,6,0,0
1916,,,,,,,,,,,,0,0,15,8,40,2,1,36,0,0,6,0,0,0,19,0,,,,,,,,,,,,,,,,
1917,,,,,,,,,,,,50,106,98,33,69,132,66,86,47,31,53,60,0,108,93,61,71,92,55,22,48,72,7,2,30,82,13,21,48,81,0,0
1918,,,,,,,,,,,,20,24,2,38,9,6,2,7,3,2,4,1,1,1,0,3,0,,,,,,,,,,,,,,,
1919,,,,,,,,,,,,,,26,288,115,71,58,17,18,34,23,5,25,14,14,,,,,,,,,,,,,,,,,
1920,,,,,,,,,,,,0,33,29,19,18,15,33,18,69,65,15,24,8,56,8,2,71,7,4,6,,,,,,,,,,,,
1921,,,,,,,,,,,,0,10,5,5,10,7,26,6,8,8,6,18,3,13,6,5,3,13,8,8,3,5,13,12,3,7,0,6,0,7,0,0
1922,,,,,,,,,,,,0,37,49,42,4,0,8,4,0,2,25,0,0,0,0,9,5,1,23,0,9,39,9,0,1,4,0,0,27,17,14,30
1923,,,,,,,,,,,,4,12,12,10,9,13,17,11,11,3,7,0,7,0,11,17,20,2,14,2,30,12,21,7,25,14,10,3,6,26,15,6
1924,,,,,,,,,,,,0,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,9,9,13,0,10,7,9,6,4,2,3,6,5,0
1925,,,,,,,,,,,,0,38,51,74,5,29,83,92,19,12,11,5,458,142,413,140,380,29,83,32,6,36,36,21,4,12,11,0,,,,
1926,,,,,,,,,,,,0,4,0,51,29,10,0,0,0,0,16,0,0,0,,,,,,,,,,,,,,,,,,
1927,,,,,,,,,,,,0,31,7,15,0,18,49,11,29,5,8,13,0,9,5,7,8,7,18,0,4,33,87,1,10,6,12,54,15,11,11,0
